date,close,volume,open,high,low
2016-06-01 00:00:00,219.56,2982270.0000,221.48,222.4,216.89
2016-06-02 00:00:00,218.96,2017279.0000,219.59,219.909,217.11
2016-06-03 00:00:00,218.99,2226110.0000,220.0,221.94,218.01
2016-06-06 00:00:00,220.68,2242634.0000,218.0,220.9,215.45
2016-06-07 00:00:00,232.34,6194154.0000,222.24,234.44,221.52
2016-06-08 00:00:00,235.52,5965110.0000,233.8,240.845,232.605
2016-06-09 00:00:00,229.36,4454222.0000,234.98,235.33,227.06
2016-06-10 00:00:00,218.79,5994548.0000,227.39,227.97,218.4217
2016-06-13 00:00:00,217.87,4187833.0000,219.5,225.77,217.66
2016-06-14 00:00:00,214.96,3575822.0000,218.88,222.2,212.53
2016-06-15 00:00:00,217.7,2905002.0000,216.95,221.9,215.13
2016-06-16 00:00:00,217.93,2438692.0000,217.42,218.04,213.5
2016-06-17 00:00:00,215.47,3107734.0000,217.81,219.99,214.5
2016-06-20 00:00:00,219.7,3549768.0000,219.5,223.75,218.23
2016-06-21 00:00:00,219.61,2855619.0000,220.68,222.569,218.81
2016-06-22 00:00:00,196.66,23706100.0000,199.47,205.95,195.75
2016-06-23 00:00:00,196.4,10098190.0000,195.69,197.55,192.13
2016-06-24 00:00:00,193.15,6988949.0000,190.05,195.12,189.73
2016-06-27 00:00:00,198.55,7211823.0000,190.86,198.81,187.87
2016-06-28 00:00:00,201.79,6158996.0000,201.89,204.05,199.41
2016-06-29 00:00:00,210.19,5987120.0000,205.13,211.78,203.0
2016-06-30 00:00:00,212.28,4794440.0000,212.97,213.4999,209.02
2016-07-01 00:00:00,216.5,5396030.0000,206.14,218.24,206.0
2016-07-05 00:00:00,213.98,5169832.0000,209.73,214.5441,208.0
2016-07-06 00:00:00,214.44,4910285.0000,210.0,215.23,209.0
2016-07-07 00:00:00,215.94,3603385.0000,213.1,218.12,213.01
2016-07-08 00:00:00,216.78,4067131.0000,217.8,219.81,214.5
2016-07-11 00:00:00,224.78,5369066.0000,219.96,226.78,219.51
2016-07-12 00:00:00,224.65,4573875.0000,224.1,227.5,223.22
2016-07-13 00:00:00,222.53,3540699.0000,225.5,225.59,220.29
2016-07-14 00:00:00,221.53,2657899.0000,223.12,224.94,221.05
2016-07-15 00:00:00,220.4,2230821.0000,222.52,222.7499,219.64
2016-07-18 00:00:00,226.25,3394588.0000,219.64,227.09,218.3
2016-07-19 00:00:00,225.26,3047535.0000,225.0,229.1,224.75
2016-07-20 00:00:00,228.36,2556119.0000,226.47,229.8,225.0
2016-07-21 00:00:00,220.5,4425756.0000,226.0,227.847,219.1
2016-07-22 00:00:00,222.27,2570462.0000,221.99,224.5,218.88
2016-07-25 00:00:00,230.01,4479483.0000,222.27,231.39,221.3715
2016-07-26 00:00:00,229.51,3427251.0000,227.69,230.0,225.3
2016-07-27 00:00:00,228.49,2887028.0000,229.34,233.36,226.92
2016-07-28 00:00:00,230.61,2415462.0000,227.95,230.76,226.6
2016-07-29 00:00:00,234.79,3061574.0000,230.7,235.28,230.24
2016-08-01 00:00:00,230.01,4014048.0000,235.5,236.63,229.38
2016-08-02 00:00:00,227.2,3928706.0000,229.37,229.87,221.4
2016-08-03 00:00:00,225.79,3808747.0000,227.37,229.699,224.21
2016-08-04 00:00:00,230.61,4142155.0000,225.69,230.86,222.05
2016-08-05 00:00:00,230.03,3190342.0000,230.0,232.0,227.4
2016-08-08 00:00:00,226.16,2259465.0000,228.0,229.6,226.09
2016-08-09 00:00:00,229.08,2199766.0000,226.82,231.5375,226.65
2016-08-10 00:00:00,225.65,2336496.0000,228.24,229.87,224.62
2016-08-11 00:00:00,224.91,1876959.0000,226.17,227.57,223.41
2016-08-12 00:00:00,225.61,1811850.0000,225.41,226.65,224.04
2016-08-15 00:00:00,225.59,2017964.0000,226.02,229.5,224.93
2016-08-16 00:00:00,223.61,2251115.0000,225.49,227.19,223.4101
2016-08-17 00:00:00,223.24,1786408.0000,224.33,224.83,222.8
2016-08-18 00:00:00,223.51,1699300.0000,223.82,225.66,222.29
2016-08-19 00:00:00,225.0,1658616.0000,223.54,225.169,222.53
2016-08-22 00:00:00,222.93,2061692.0000,224.17,225.11,222.68
2016-08-23 00:00:00,224.84,4747745.0000,224.32,228.49,222.8
2016-08-24 00:00:00,222.62,2566947.0000,227.05,227.15,222.22
2016-08-25 00:00:00,220.96,1760212.0000,223.11,223.8,220.77
2016-08-26 00:00:00,219.99,2238087.0000,222.14,222.855,218.82
2016-08-29 00:00:00,215.2,3261381.0000,220.15,220.4,215.0
2016-08-30 00:00:00,211.34,3164222.0000,216.11,216.11,210.52
2016-08-31 00:00:00,212.01,3274854.0000,210.43,212.6,208.65
2016-09-01 00:00:00,200.77,7932444.0000,209.01,211.0999,200.5
2016-09-02 00:00:00,197.78,5970154.0000,202.33,203.2,196.2
2016-09-06 00:00:00,202.83,4386193.0000,199.02,203.25,199.0
2016-09-07 00:00:00,201.71,3637918.0000,205.5,206.4968,200.71
2016-09-08 00:00:00,197.36,3372293.0000,199.55,199.89,196.36
2016-09-09 00:00:00,194.47,3753734.0000,199.09,199.92,193.7
2016-09-12 00:00:00,198.3,3714049.0000,195.0,201.369,194.1
2016-09-13 00:00:00,196.05,3583140.0000,197.06,198.49,193.45
2016-09-14 00:00:00,196.41,2256143.0000,195.75,197.9248,194.8562
2016-09-15 00:00:00,200.42,3082942.0000,196.49,202.5193,196.4
2016-09-16 00:00:00,205.4,3104266.0000,200.42,205.7,199.0
2016-09-19 00:00:00,206.34,2298318.0000,207.0,209.43,205.0
2016-09-20 00:00:00,204.64,2408556.0000,206.85,207.75,203.91
2016-09-21 00:00:00,205.22,2631285.0000,206.37,207.0,201.56
2016-09-22 00:00:00,206.43,2381600.0000,206.4,207.28,203.0
2016-09-23 00:00:00,207.45,2904125.0000,205.99,210.18,205.67
2016-09-26 00:00:00,208.99,2393373.0000,206.5,211.0,206.5
2016-09-27 00:00:00,205.81,3367907.0000,209.65,209.9818,204.6093
2016-09-28 00:00:00,206.27,2079324.0000,207.51,208.25,205.26
2016-09-29 00:00:00,200.7,2714040.0000,205.6,207.33,200.58
2016-09-30 00:00:00,204.03,2581730.0000,202.21,204.98,199.55
2016-10-03 00:00:00,213.7,5989342.0000,212.3,215.6688,208.25
2016-10-04 00:00:00,211.41,3537953.0000,213.1,213.32,208.82
2016-10-05 00:00:00,208.46,1872456.0000,212.24,213.15,208.12
2016-10-06 00:00:00,201.0,4697937.0000,202.46,204.2099,200.21
2016-10-07 00:00:00,196.61,3489480.0000,201.0,201.32,195.8
2016-10-10 00:00:00,200.95,3311340.0000,201.35,204.14,199.66
2016-10-11 00:00:00,200.1,2326754.0000,201.85,202.2,198.31
2016-10-12 00:00:00,201.51,1969099.0000,200.95,203.88,200.42
2016-10-13 00:00:00,200.24,2495140.0000,200.5,200.895,197.05
2016-10-14 00:00:00,196.51,4265471.0000,200.66,201.43,196.3
2016-10-17 00:00:00,193.96,4518331.0000,197.05,198.39,192.0
2016-10-18 00:00:00,199.1,5676046.0000,195.99,199.47,193.26
2016-10-19 00:00:00,203.56,6966185.0000,199.74,206.66,198.06
2016-10-20 00:00:00,199.1,5069410.0000,202.12,203.0,197.05
2016-10-21 00:00:00,200.09,2936908.0000,198.6,201.57,197.41
2016-10-24 00:00:00,202.76,2747344.0000,201.0,203.9452,200.25
2016-10-25 00:00:00,202.34,2442118.0000,202.9,204.69,201.2
2016-10-26 00:00:00,202.24,5346893.0000,201.0,203.19,200.1
2016-10-27 00:00:00,204.01,13070990.0000,211.34,213.7,201.65
2016-10-28 00:00:00,199.97,4273456.0000,204.0,205.32,199.83
2016-10-31 00:00:00,197.73,4691320.0000,202.49,202.49,195.81
2016-11-01 00:00:00,190.79,7023674.0000,198.04,198.5,188.105
2016-11-02 00:00:00,188.02,4242250.0000,190.05,192.6951,187.505
2016-11-03 00:00:00,187.42,2644550.0000,189.0,191.47,187.0401
2016-11-04 00:00:00,190.56,5143915.0000,189.0,193.46,185.96
2016-11-07 00:00:00,193.21,3857682.0000,193.59,194.29,190.05
2016-11-08 00:00:00,194.94,3252927.0000,193.79,197.49,191.26
2016-11-09 00:00:00,190.06,8166447.0000,186.875,192.0,183.95
2016-11-10 00:00:00,185.35,6746290.0000,191.05,191.61,180.42
2016-11-11 00:00:00,188.56,3987091.0000,184.24,188.88,183.0
2016-11-14 00:00:00,181.45,6547913.0000,188.0,188.25,178.19
2016-11-15 00:00:00,183.77,3899743.0000,182.78,186.43,182.05
2016-11-16 00:00:00,183.93,3432668.0000,182.65,184.73,181.21
2016-11-17 00:00:00,188.66,4880969.0000,183.49,189.49,182.1101
2016-11-18 00:00:00,185.02,5206473.0000,190.65,193.0,185.0
2016-11-21 00:00:00,184.52,4355872.0000,185.04,188.89,184.41
2016-11-22 00:00:00,191.17,5601238.0000,185.84,191.47,183.71
2016-11-23 00:00:00,193.14,4890285.0000,190.61,195.644,189.0
2016-11-25 00:00:00,196.65,2366098.0000,193.64,197.2372,193.64
2016-11-28 00:00:00,196.12,4521082.0000,195.48,199.35,194.55
2016-11-29 00:00:00,189.57,4435312.0000,195.56,196.73,189.5
2016-11-30 00:00:00,189.4,3544891.0000,191.0,191.89,187.5
2016-12-01 00:00:00,181.88,5119105.0000,188.25,188.53,181.0
2016-12-02 00:00:00,181.47,4040201.0000,182.88,184.88,180.0
2016-12-05 00:00:00,186.8,4069480.0000,182.51,188.89,182.51
2016-12-06 00:00:00,185.85,3389365.0000,185.52,186.58,182.6825
2016-12-07 00:00:00,193.15,5457071.0000,186.15,193.4,185.0
2016-12-08 00:00:00,192.29,3193684.0000,192.05,192.5,189.54
2016-12-09 00:00:00,192.18,2720937.0000,190.87,193.836,190.81
2016-12-12 00:00:00,192.43,2436428.0000,192.8,194.42,191.04
2016-12-13 00:00:00,198.15,6819322.0000,193.18,201.28,193.0
2016-12-14 00:00:00,198.69,4147314.0000,198.74,203.0,196.76
2016-12-15 00:00:00,197.58,3218653.0000,198.41,200.74,197.39
2016-12-16 00:00:00,202.49,3795444.0000,198.08,202.59,197.6
2016-12-19 00:00:00,202.73,3486937.0000,202.49,204.45,199.84
2016-12-20 00:00:00,208.79,4684269.0000,203.05,209.0,202.5
2016-12-21 00:00:00,207.7,5206143.0000,208.45,212.23,207.41
2016-12-22 00:00:00,208.45,3108427.0000,208.22,209.99,206.5
2016-12-23 00:00:00,213.34,4668263.0000,208.0,213.45,207.71
2016-12-27 00:00:00,219.53,5913335.0000,214.88,222.25,214.42
2016-12-28 00:00:00,219.74,3778544.0000,221.53,223.8,217.2
2016-12-29 00:00:00,214.68,4043086.0000,218.56,219.2,214.1225
2016-12-30 00:00:00,213.69,4641288.0000,216.3,217.5,211.68
2017-01-03 00:00:00,216.99,5901494.0000,214.86,220.33,210.96
2017-01-04 00:00:00,226.99,11204560.0000,214.75,228.0,214.31
2017-01-05 00:00:00,226.75,5908927.0000,226.42,227.48,221.95
2017-01-06 00:00:00,229.01,5524153.0000,226.93,230.31,225.45
2017-01-09 00:00:00,231.28,3972716.0000,228.97,231.92,228.0
2017-01-10 00:00:00,229.87,3658981.0000,232.0,232.0,226.89
2017-01-11 00:00:00,229.73,3649910.0000,229.07,229.98,226.68
2017-01-12 00:00:00,229.59,3787547.0000,229.06,230.7,225.58
2017-01-13 00:00:00,237.75,6085610.0000,230.0,237.85,229.59
2017-01-17 00:00:00,235.58,4614731.0000,236.7,239.96,234.37
2017-01-18 00:00:00,238.36,3767272.0000,236.65,239.71,235.58
2017-01-19 00:00:00,243.76,7717244.0000,247.25,248.68,240.75
2017-01-20 00:00:00,244.73,4199720.0000,245.46,246.0,243.01
2017-01-23 00:00:00,248.92,6262097.0000,245.85,250.8899,245.5
2017-01-24 00:00:00,254.61,4958144.0000,250.0,254.8,249.65
2017-01-25 00:00:00,254.47,5145301.0000,257.31,258.46,251.8
2017-01-26 00:00:00,252.51,3143717.0000,254.29,255.74,250.75
2017-01-27 00:00:00,252.95,3161774.0000,251.38,253.0,248.52
2017-01-30 00:00:00,250.63,3798638.0000,252.53,255.2899,247.1
2017-01-31 00:00:00,251.93,4112013.0000,249.24,255.89,247.7
2017-02-01 00:00:00,249.24,3953105.0000,253.05,253.2,249.05
2017-02-02 00:00:00,251.55,2498799.0000,248.34,252.42,247.71
2017-02-03 00:00:00,251.33,2185230.0000,251.91,252.179,249.68
2017-02-06 00:00:00,257.77,3557600.0000,251.0,257.82,250.63
2017-02-07 00:00:00,257.48,4244063.0000,258.19,260.0,256.42
2017-02-08 00:00:00,262.08,3912428.0000,257.35,263.36,256.2
2017-02-09 00:00:00,269.2,7812600.0000,266.25,271.18,266.15
2017-02-10 00:00:00,269.23,3618336.0000,269.79,270.95,266.11
2017-02-13 00:00:00,280.6,7023072.0000,270.74,280.7899,270.51
2017-02-14 00:00:00,280.98,7341450.0000,279.03,287.39,278.61
2017-02-15 00:00:00,279.76,4943879.0000,280.0,282.24,276.44
2017-02-16 00:00:00,268.95,7063860.0000,277.6,280.0,268.5
2017-02-17 00:00:00,272.23,6251469.0000,265.8,272.89,264.15
2017-02-21 00:00:00,277.39,5647575.0000,275.45,281.4,274.01
2017-02-22 00:00:00,273.51,8537811.0000,280.31,283.45,272.6
2017-02-23 00:00:00,255.99,14877090.0000,264.0,264.66,255.56
2017-02-24 00:00:00,257.0,8166869.0000,252.66,258.25,250.2
2017-02-27 00:00:00,246.23,11450160.0000,248.17,248.36,242.01
2017-02-28 00:00:00,249.99,6073890.0000,244.19,251.0,243.9
2017-03-01 00:00:00,250.02,4804963.0000,254.18,254.85,249.11
2017-03-02 00:00:00,250.48,3345751.0000,249.71,253.28,248.27
2017-03-03 00:00:00,251.57,2925481.0000,250.74,251.9,249.0
2017-03-06 00:00:00,251.21,3353601.0000,247.91,251.7,247.51
2017-03-07 00:00:00,248.59,3452587.0000,251.92,253.89,248.32
2017-03-08 00:00:00,246.87,3726746.0000,247.0,250.07,245.32
2017-03-09 00:00:00,244.9,3876494.0000,247.63,248.66,243.0
2017-03-10 00:00:00,243.69,3062785.0000,246.21,246.5,243.0
2017-03-13 00:00:00,246.17,3011280.0000,244.82,246.85,242.781
2017-03-14 00:00:00,258.0,7581719.0000,246.11,258.12,246.02
2017-03-15 00:00:00,255.73,5233365.0000,257.0,261.0,254.27
2017-03-16 00:00:00,262.05,7127180.0000,262.4,265.75,259.06
2017-03-17 00:00:00,261.5,6491018.0000,264.0,265.33,261.2
2017-03-20 00:00:00,261.92,3601616.0000,260.6,264.55,258.821
2017-03-21 00:00:00,250.68,6901555.0000,262.83,264.8,250.24
2017-03-22 00:00:00,255.01,4056735.0000,251.56,255.07,250.51
2017-03-23 00:00:00,254.78,3309844.0000,255.39,257.672,253.3
2017-03-24 00:00:00,263.16,5637668.0000,255.7,263.89,255.01
2017-03-27 00:00:00,270.22,6221361.0000,260.6,270.57,259.75
2017-03-28 00:00:00,277.45,7978665.0000,277.02,280.68,275.0
2017-03-29 00:00:00,277.38,3672526.0000,278.34,279.6,275.54
2017-03-30 00:00:00,277.92,4141437.0000,278.04,282.0,277.21
2017-03-31 00:00:00,278.3,3293698.0000,278.73,279.68,276.3197
2017-04-03 00:00:00,298.52,13864850.0000,286.9,299.0,284.58
2017-04-04 00:00:00,303.7,10108230.0000,296.89,304.81,294.53
2017-04-05 00:00:00,295.0,7858565.0000,302.04,304.88,294.2
2017-04-06 00:00:00,298.7,5517731.0000,296.88,301.94,294.1
2017-04-07 00:00:00,302.54,4566632.0000,297.5,302.69,297.15
2017-04-10 00:00:00,312.39,7653623.0000,309.15,313.7299,308.71
2017-04-11 00:00:00,308.71,5718053.0000,313.38,313.47,305.5
2017-04-12 00:00:00,296.84,6043648.0000,306.34,308.4481,296.32
2017-04-13 00:00:00,304.0,9275682.0000,296.7,307.39,295.3
2017-04-17 00:00:00,301.44,4128067.0000,302.7,304.0,298.68
2017-04-18 00:00:00,300.25,3034225.0000,299.7,300.8399,297.9
2017-04-19 00:00:00,305.52,3891145.0000,302.46,306.62,302.11
2017-04-20 00:00:00,302.51,6145961.0000,306.51,309.15,300.23
2017-04-21 00:00:00,305.6,4501958.0000,302.0,306.4,300.42
2017-04-24 00:00:00,308.03,5077771.0000,309.22,310.55,306.0215
2017-04-25 00:00:00,313.79,6734162.0000,308.0,313.98,305.86
2017-04-26 00:00:00,310.17,4683131.0000,312.37,314.5,309.0
2017-04-27 00:00:00,308.63,3462663.0000,311.69,313.09,307.5
2017-04-28 00:00:00,314.07,4496659.0000,309.83,314.8,308.0
2017-05-01 00:00:00,322.83,8819888.0000,314.88,327.25,314.81
2017-05-02 00:00:00,318.89,5316551.0000,324.0,327.6599,316.5601
2017-05-03 00:00:00,311.02,6879259.0000,317.67,321.53,310.45
2017-05-04 00:00:00,295.46,14135990.0000,307.435,307.77,290.7601
2017-05-05 00:00:00,308.35,8117449.0000,298.0,308.55,296.8
2017-05-08 00:00:00,307.19,7002907.0000,310.9,313.79,305.82
2017-05-09 00:00:00,321.26,9663374.0000,309.38,321.99,309.1
2017-05-10 00:00:00,325.22,5734524.0000,321.56,325.5,318.12
2017-05-11 00:00:00,323.1,4747172.0000,323.4,326.0,319.6
2017-05-12 00:00:00,324.81,4118613.0000,325.48,327.0,321.53
2017-05-15 00:00:00,315.88,7606854.0000,318.38,320.2,312.53
2017-05-16 00:00:00,317.01,4141066.0000,317.59,320.06,315.14
2017-05-17 00:00:00,306.11,6695657.0000,314.39,314.63,305.5
2017-05-18 00:00:00,313.06,5609153.0000,307.0,313.94,305.31
2017-05-19 00:00:00,310.83,4654580.0000,315.5,316.5,310.2
2017-05-22 00:00:00,310.35,4324305.0000,312.8,314.37,306.8
2017-05-23 00:00:00,303.86,4314267.0000,310.46,310.73,303.48
2017-05-24 00:00:00,310.22,5035192.0000,306.51,311.0,305.4
2017-05-25 00:00:00,316.83,5000432.0000,311.02,316.97,307.81
2017-05-26 00:00:00,325.14,7793009.0000,317.28,325.49,316.31
2017-05-30 00:00:00,335.1,7771536.0000,326.0,336.28,325.76
2017-05-31 00:00:00,341.01,9937556.0000,337.69,342.89,335.16
2017-06-01 00:00:00,340.37,7601764.0000,344.0,344.88,337.29
2017-06-02 00:00:00,339.85,5583952.0000,339.77,342.88,335.93
2017-06-05 00:00:00,347.32,6769174.0000,338.5,348.44,334.21
2017-06-06 00:00:00,352.85,11031920.0000,344.7,359.4929,339.97
2017-06-07 00:00:00,359.65,9348692.0000,356.34,360.5,355.14
2017-06-08 00:00:00,370.0,9028677.0000,363.75,371.9,360.22
2017-06-09 00:00:00,357.32,17250060.0000,374.42,376.87,354.8
2017-06-12 00:00:00,359.01,10507860.0000,357.99,364.5,350.62
2017-06-13 00:00:00,375.95,11773370.0000,367.62,376.0,366.61
2017-06-14 00:00:00,380.66,12778480.0000,381.085,384.25,376.31
2017-06-15 00:00:00,375.34,10412650.0000,372.5,375.46,366.49
2017-06-16 00:00:00,371.4,6347450.0000,377.975,378.01,370.1
2017-06-19 00:00:00,369.8,6433434.0000,375.0,376.7,367.8
2017-06-20 00:00:00,372.24,7419110.0000,376.67,378.88,369.73
2017-06-21 00:00:00,376.4,4916770.0000,374.35,376.99,368.02
2017-06-22 00:00:00,382.61,7510406.0000,377.99,385.0,373.57
2017-06-23 00:00:00,383.45,6425180.0000,382.45,386.99,379.345
2017-06-26 00:00:00,377.49,6596854.0000,386.69,386.95,373.1
2017-06-27 00:00:00,362.37,6977494.0000,376.4,376.4,362.02
2017-06-28 00:00:00,371.24,6290323.0000,366.68,371.74,362.52
2017-06-29 00:00:00,360.75,8202463.0000,370.61,371.0,354.1
2017-06-30 00:00:00,361.61,5823046.0000,363.71,366.7674,359.6187
2017-07-03 00:00:00,352.62,6305401.0000,370.24,371.35,351.5
2017-07-05 00:00:00,327.09,16998300.0000,347.2,347.24,326.33
2017-07-06 00:00:00,308.83,19258040.0000,317.26,320.7899,306.3
2017-07-07 00:00:00,313.22,14129950.0000,313.5,317.0,307.38
2017-07-10 00:00:00,316.05,13760290.0000,312.9,317.94,303.13
2017-07-11 00:00:00,327.22,11526760.0000,316.0,327.28,314.3
2017-07-12 00:00:00,329.52,10317240.0000,330.4,333.1,324.5
2017-07-13 00:00:00,323.41,8582315.0000,330.11,331.6,319.97
2017-07-14 00:00:00,327.78,5607924.0000,323.19,328.42,321.22
2017-07-17 00:00:00,319.57,9827506.0000,325.54,327.1,313.45
2017-07-18 00:00:00,328.24,6360710.0000,317.5,329.13,315.66
2017-07-19 00:00:00,325.26,6345884.0000,328.23,331.65,323.2193
2017-07-20 00:00:00,329.92,5142516.0000,326.9,330.22,324.2
2017-07-21 00:00:00,328.4,4871708.0000,329.46,331.2575,325.8
2017-07-24 00:00:00,342.52,8598292.0000,330.24,343.399,330.01
2017-07-25 00:00:00,339.6,6977932.0000,345.0,345.6,334.15
2017-07-26 00:00:00,343.85,4809514.0000,340.36,345.5,338.12
2017-07-27 00:00:00,334.46,8285879.0000,346.0,347.5,326.29
2017-07-28 00:00:00,335.07,4869891.0000,336.89,339.6,332.51
2017-07-31 00:00:00,323.47,8525454.0000,335.5,341.49,321.04
2017-08-01 00:00:00,319.57,8284997.0000,323.0,324.45,316.13
2017-08-02 00:00:00,325.89,11942350.0000,318.94,327.12,311.22
2017-08-03 00:00:00,347.09,13524270.0000,345.33,350.0,343.15
2017-08-04 00:00:00,356.91,9233295.0000,347.0,357.27,343.3
2017-08-07 00:00:00,355.17,6309331.0000,357.35,359.48,352.75
2017-08-08 00:00:00,365.22,7431838.0000,357.53,368.58,357.4
2017-08-09 00:00:00,363.53,6881182.0000,361.0,370.0,358.95
2017-08-10 00:00:00,355.4,7063054.0000,361.6,366.6504,354.66
2017-08-11 00:00:00,357.87,4357562.0000,356.97,361.26,353.62
2017-08-14 00:00:00,363.8,4507969.0000,364.63,367.66,362.6
2017-08-15 00:00:00,362.33,3084601.0000,365.2,365.49,359.37
2017-08-16 00:00:00,362.91,3406173.0000,363.0,366.5,362.52
2017-08-17 00:00:00,351.92,5010825.0000,361.21,363.3,351.59
2017-08-18 00:00:00,347.46,5390805.0000,352.91,354.0,345.8
2017-08-21 00:00:00,337.86,6489850.0000,345.82,345.82,331.85
2017-08-22 00:00:00,341.35,4314268.0000,341.13,342.24,337.3725
2017-08-23 00:00:00,352.77,4941947.0000,338.99,353.49,338.3041
2017-08-24 00:00:00,352.93,4571574.0000,352.52,356.66,349.74
2017-08-25 00:00:00,348.05,3475186.0000,354.24,355.69,347.3
2017-08-28 00:00:00,345.66,3746240.0000,347.28,347.35,339.72
2017-08-29 00:00:00,347.36,4069303.0000,339.48,349.05,338.75
2017-08-30 00:00:00,353.18,3404165.0000,349.67,353.47,347.0
2017-08-31 00:00:00,355.9,4063330.0000,353.55,358.44,352.82
2017-09-01 00:00:00,355.4,3048550.0000,356.12,357.59,353.6902
2017-09-05 00:00:00,349.59,3836402.0000,353.8,355.49,345.89
2017-09-06 00:00:00,344.53,4082001.0000,349.5,350.979,341.56
2017-09-07 00:00:00,350.61,4235045.0000,345.98,352.48,343.45
2017-09-08 00:00:00,343.4,3261333.0000,348.99,349.78,342.3
2017-09-11 00:00:00,363.69,7651000.0000,351.35,363.71,350.0
2017-09-12 00:00:00,362.75,5966204.0000,364.49,368.76,360.4
2017-09-13 00:00:00,366.23,4171185.0000,363.82,368.07,359.59
2017-09-14 00:00:00,377.64,7170263.0000,364.33,377.96,362.63
2017-09-15 00:00:00,379.81,5407227.0000,374.51,380.0,372.7
2017-09-18 00:00:00,385.0,7177773.0000,380.25,389.61,377.68
2017-09-19 00:00:00,375.1,6435208.0000,380.0,382.39,373.57
2017-09-20 00:00:00,373.91,4909958.0000,373.0,378.249,371.07
2017-09-21 00:00:00,366.48,4610872.0000,374.9,376.83,364.51
2017-09-22 00:00:00,351.09,8142895.0000,366.49,369.8999,350.88
2017-09-25 00:00:00,344.99,7587158.0000,353.15,357.469,342.88
2017-09-26 00:00:00,345.25,7149649.0000,350.93,351.24,340.9
2017-09-27 00:00:00,340.97,6027375.0000,349.9,351.489,340.5
